,0,1,2,3,4,5,6,7,8,9
0,-1615,19,-25,-208,-3,2,-529,0,15,-1
1,25,-155,0,-34,-5,0,21,0,-1,10
2,59,3,-66,-71,49,0,467,0,29,3
3,299,122,-9,460,-81,0,322,0,56,52
4,200,5,49,-25,-90,0,579,0,42,0
5,1,-2,0,-7,0,74,-3,4,100,57
6,1011,1,65,-61,138,2,-845,0,36,1
7,0,0,0,-3,0,-63,0,49,-9,105
8,11,3,-15,-38,-7,0,-11,4,-291,7
9,9,0,0,-12,0,-16,0,-56,20,-234
