,0,1,2,3,4,5,6,7,8,9
0,0.7909090909090909,0.004345936549326379,0.02345511953089761,0.039318479685452164,0.002386634844868735,0.0,0.1049671977507029,0.0,0.009389671361502348,0.0
1,0.00371900826446281,0.973489787049109,0.005863779882724403,0.023591087811271297,0.0027844073190135244,0.0,0.0023430178069353325,0.0,0.0008536064874093043,0.0
2,0.00743801652892562,0.001738374619730552,0.7541723049165538,0.01310615989515072,0.12211614956245027,0.0004506534474988734,0.1176194939081537,0.0,0.006828851899274435,0.0
3,0.03264462809917355,0.015210777922642329,0.008119079837618403,0.8492791612057667,0.04733492442322991,0.0004506534474988734,0.02014995313964386,0.0,0.002987622705932565,0.0
4,0.00041322314049586776,0.002607561929595828,0.08209291835814163,0.036260375709917,0.7350835322195705,0.0,0.1176194939081537,0.0,0.0038412291933418692,0.0004048582995951417
5,0.0,0.0,0.0004510599909788002,0.0,0.0,0.9333032897701667,0.0023430178069353325,0.04012767897856817,0.00810926163038839,0.031174089068825912
6,0.16239669421487604,0.001303780964797914,0.11772665764546685,0.03582350371341197,0.08472553699284009,0.0,0.6148078725398313,0.0,0.01621852326077678,0.0
7,0.0,0.0,0.0004510599909788002,0.0,0.0,0.04371338440739072,0.0,0.9311445508435933,0.0008536064874093043,0.07165991902834008
8,0.002066115702479339,0.001303780964797914,0.007668019846639603,0.002621231979030144,0.005568814638027049,0.005407841369986481,0.02014995313964386,0.001823985408116735,0.949637217242851,0.0008097165991902834
9,0.00041322314049586776,0.0,0.0,0.0,0.0,0.016674177557458314,0.0,0.026903784769721842,0.0012804097311139564,0.8959514170040486
